"Year","Depletion","Ensemble.Model","Region"
1954,1,"1","All regions"
1955,0.993022394605025,"1","All regions"
1956,0.984205575085409,"1","All regions"
1957,0.980186304886242,"1","All regions"
1958,0.973926069881372,"1","All regions"
1959,0.96381105689421,"1","All regions"
1960,0.949206795171535,"1","All regions"
1961,0.931756334642793,"1","All regions"
1962,0.91044776119403,"1","All regions"
1963,0.877526050420168,"1","All regions"
1964,0.846878554083546,"1","All regions"
1965,0.834484316509617,"1","All regions"
1966,0.834424053104256,"1","All regions"
1967,0.80804050479861,"1","All regions"
1968,0.757257839778372,"1","All regions"
1969,0.712070650270101,"1","All regions"
1970,0.698509110988404,"1","All regions"
1971,0.679643940338194,"1","All regions"
1972,0.644060611330927,"1","All regions"
1973,0.602983833718245,"1","All regions"
1974,0.548289220464372,"1","All regions"
1975,0.515267420415364,"1","All regions"
1976,0.556734364492266,"1","All regions"
1977,0.636475140541724,"1","All regions"
1978,0.66647458145068,"1","All regions"
1979,0.644253825696473,"1","All regions"
1980,0.623802602274059,"1","All regions"
1981,0.588826644156243,"1","All regions"
1982,0.564218235278103,"1","All regions"
1983,0.566280378964712,"1","All regions"
1984,0.598735925217761,"1","All regions"
1985,0.619173001070971,"1","All regions"
1986,0.626863840451081,"1","All regions"
1987,0.617951077371367,"1","All regions"
1988,0.623017173984314,"1","All regions"
1989,0.590195055804736,"1","All regions"
1990,0.548912351443124,"1","All regions"
1991,0.552375891121192,"1","All regions"
1992,0.566835646941773,"1","All regions"
1993,0.567576592931263,"1","All regions"
1994,0.569623369709875,"1","All regions"
1995,0.573383169585647,"1","All regions"
1996,0.588524831960218,"1","All regions"
1997,0.591460424093804,"1","All regions"
1998,0.604420302690362,"1","All regions"
1999,0.584143409833603,"1","All regions"
2000,0.585777574962447,"1","All regions"
2001,0.560343859085985,"1","All regions"
2002,0.525716151146658,"1","All regions"
2003,0.483914895279775,"1","All regions"
2004,0.463609318857938,"1","All regions"
2005,0.484897438622595,"1","All regions"
2006,0.492896700003258,"1","All regions"
2007,0.483357874570528,"1","All regions"
2008,0.467080765540903,"1","All regions"
2009,0.463673062546723,"1","All regions"
2010,0.460911182843811,"1","All regions"
2011,0.449886245498787,"1","All regions"
2012,0.46475911631621,"1","All regions"
2013,0.454060324825986,"1","All regions"
2014,0.460056350539216,"1","All regions"
2015,0.466199874393682,"1","All regions"
2016,0.430235225827851,"1","All regions"
2017,0.412863070539419,"1","All regions"
2018,0.406923727618779,"1","All regions"
2019,0.39424107014981,"1","All regions"
2020,0.367894208235688,"1","All regions"
2021,0.369881054186426,"1","All regions"
2022,0.418875302042908,"1","All regions"
1954,1,"2","All regions"
1955,0.996128052491552,"2","All regions"
1956,0.991797974851786,"2","All regions"
1957,0.990430706020754,"2","All regions"
1958,0.987802873779113,"2","All regions"
1959,0.982634295181225,"2","All regions"
1960,0.973999847692542,"2","All regions"
1961,0.964706857032393,"2","All regions"
1962,0.955274445437678,"2","All regions"
1963,0.939315176856142,"2","All regions"
1964,0.924444714779559,"2","All regions"
1965,0.920762286860582,"2","All regions"
1966,0.922999389126451,"2","All regions"
1967,0.904057645134914,"2","All regions"
1968,0.869708806818182,"2","All regions"
1969,0.844460929772502,"2","All regions"
1970,0.843632794186592,"2","All regions"
1971,0.831931444472553,"2","All regions"
1972,0.806745809344271,"2","All regions"
1973,0.776990886557206,"2","All regions"
1974,0.737266679179962,"2","All regions"
1975,0.719500519351488,"2","All regions"
1976,0.765856271453246,"2","All regions"
1977,0.829053130411009,"2","All regions"
1978,0.840435249435105,"2","All regions"
1979,0.815454743510248,"2","All regions"
1980,0.797420996657551,"2","All regions"
1981,0.771846943138093,"2","All regions"
1982,0.759238932410275,"2","All regions"
1983,0.772164223389525,"2","All regions"
1984,0.799778747464815,"2","All regions"
1985,0.809992891235909,"2","All regions"
1986,0.811527566813088,"2","All regions"
1987,0.802340024842729,"2","All regions"
1988,0.802727419876983,"2","All regions"
1989,0.77626969097013,"2","All regions"
1990,0.747935546615976,"2","All regions"
1991,0.760415306530758,"2","All regions"
1992,0.779317087568485,"2","All regions"
1993,0.779561300293286,"2","All regions"
1994,0.782363617325748,"2","All regions"
1995,0.781556429427351,"2","All regions"
1996,0.789685709914841,"2","All regions"
1997,0.789500952635625,"2","All regions"
1998,0.798202254266104,"2","All regions"
1999,0.776751592356688,"2","All regions"
2000,0.77401987410934,"2","All regions"
2001,0.749350259012394,"2","All regions"
2002,0.726774988039761,"2","All regions"
2003,0.688762272981635,"2","All regions"
2004,0.675996292863763,"2","All regions"
2005,0.696793837898132,"2","All regions"
2006,0.697902020019212,"2","All regions"
2007,0.682315392835049,"2","All regions"
2008,0.663538529068975,"2","All regions"
2009,0.666051317055009,"2","All regions"
2010,0.672879829614488,"2","All regions"
2011,0.661631741304117,"2","All regions"
2012,0.672153143100058,"2","All regions"
2013,0.661879500309345,"2","All regions"
2014,0.669454057315977,"2","All regions"
2015,0.667445746948266,"2","All regions"
2016,0.629766651415125,"2","All regions"
2017,0.616330807015634,"2","All regions"
2018,0.614169284089678,"2","All regions"
2019,0.600612067271247,"2","All regions"
2020,0.577160152409046,"2","All regions"
2021,0.595167122455181,"2","All regions"
2022,0.648341515011798,"2","All regions"
1954,1,"3","All regions"
1955,0.992360146483142,"3","All regions"
1956,0.982425100259495,"3","All regions"
1957,0.977618114522099,"3","All regions"
1958,0.970284380025112,"3","All regions"
1959,0.958838750532258,"3","All regions"
1960,0.942745376955903,"3","All regions"
1961,0.923172635341493,"3","All regions"
1962,0.898481464382416,"3","All regions"
1963,0.861390392712899,"3","All regions"
1964,0.827494571734128,"3","All regions"
1965,0.813114144130431,"3","All regions"
1966,0.811520472634775,"3","All regions"
1967,0.782633533276207,"3","All regions"
1968,0.7281793385612,"3","All regions"
1969,0.679978024892492,"3","All regions"
1970,0.664036076662909,"3","All regions"
1971,0.643622959452343,"3","All regions"
1972,0.606228222042033,"3","All regions"
1973,0.563330790392306,"3","All regions"
1974,0.507368290566506,"3","All regions"
1975,0.472691619288271,"3","All regions"
1976,0.510853390526121,"3","All regions"
1977,0.587821118132733,"3","All regions"
1978,0.617333946924375,"3","All regions"
1979,0.594941235472406,"3","All regions"
1980,0.574388489208633,"3","All regions"
1981,0.539552201384014,"3","All regions"
1982,0.514428692789636,"3","All regions"
1983,0.514582270322529,"3","All regions"
1984,0.54510460251046,"3","All regions"
1985,0.565492540390116,"3","All regions"
1986,0.573785833654711,"3","All regions"
1987,0.565167493015881,"3","All regions"
1988,0.570265583192944,"3","All regions"
1989,0.538587965907645,"3","All regions"
1990,0.497282384488449,"3","All regions"
1991,0.499679858835392,"3","All regions"
1992,0.512023759803239,"3","All regions"
1993,0.511951096158498,"3","All regions"
1994,0.513640604995334,"3","All regions"
1995,0.5164057922491,"3","All regions"
1996,0.531205688375927,"3","All regions"
1997,0.534909742206838,"3","All regions"
1998,0.548469387755102,"3","All regions"
1999,0.529734451432565,"3","All regions"
2000,0.532563262434979,"3","All regions"
2001,0.509159876913549,"3","All regions"
2002,0.47686366754876,"3","All regions"
2003,0.437090861235923,"3","All regions"
2004,0.417085893556591,"3","All regions"
2005,0.43619472060336,"3","All regions"
2006,0.444171119612989,"3","All regions"
2007,0.435652732922107,"3","All regions"
2008,0.420596670615375,"3","All regions"
2009,0.417680196218055,"3","All regions"
2010,0.414912949355124,"3","All regions"
2011,0.404235283938511,"3","All regions"
2012,0.417989702387688,"3","All regions"
2013,0.40788523470284,"3","All regions"
2014,0.412801958071725,"3","All regions"
2015,0.41869954122562,"3","All regions"
2016,0.385638395792242,"3","All regions"
2017,0.368817680447647,"3","All regions"
2018,0.36283708952137,"3","All regions"
2019,0.351238776750152,"3","All regions"
2020,0.326315114738686,"3","All regions"
2021,0.325553305261317,"3","All regions"
2022,0.368320758903806,"3","All regions"
1954,1,"4","All regions"
1955,0.997030019784845,"4","All regions"
1956,0.99388939256573,"4","All regions"
1957,0.992886789361586,"4","All regions"
1958,0.99089917435338,"4","All regions"
1959,0.98687092794724,"4","All regions"
1960,0.979889750918742,"4","All regions"
1961,0.97252618414882,"4","All regions"
1962,0.965392938736881,"4","All regions"
1963,0.953177095247007,"4","All regions"
1964,0.941983020207889,"4","All regions"
1965,0.938358707760861,"4","All regions"
1966,0.939553164736154,"4","All regions"
1967,0.924842383313813,"4","All regions"
1968,0.897443809119749,"4","All regions"
1969,0.875367457820989,"4","All regions"
1970,0.874057148473011,"4","All regions"
1971,0.864338660953116,"4","All regions"
1972,0.844660194174757,"4","All regions"
1973,0.823737466937319,"4","All regions"
1974,0.793813727502908,"4","All regions"
1975,0.778131973222824,"4","All regions"
1976,0.810381138756873,"4","All regions"
1977,0.859082950835187,"4","All regions"
1978,0.870013062646274,"4","All regions"
1979,0.851858051556746,"4","All regions"
1980,0.837529324705178,"4","All regions"
1981,0.815288901601831,"4","All regions"
1982,0.803728070175439,"4","All regions"
1983,0.815231493494458,"4","All regions"
1984,0.840826162958437,"4","All regions"
1985,0.850470261405094,"4","All regions"
1986,0.850433947377448,"4","All regions"
1987,0.83965896589659,"4","All regions"
1988,0.840187851790462,"4","All regions"
1989,0.822021797675638,"4","All regions"
1990,0.810999183228968,"4","All regions"
1991,0.819158569289172,"4","All regions"
1992,0.825176601317565,"4","All regions"
1993,0.824376112737258,"4","All regions"
1994,0.826353682315884,"4","All regions"
1995,0.825619846644814,"4","All regions"
1996,0.831590869489458,"4","All regions"
1997,0.830969791502697,"4","All regions"
1998,0.835533313333515,"4","All regions"
1999,0.816101672523582,"4","All regions"
2000,0.816199419779736,"4","All regions"
2001,0.799725958029877,"4","All regions"
2002,0.777240927311802,"4","All regions"
2003,0.746562400069769,"4","All regions"
2004,0.728487836754092,"4","All regions"
2005,0.735850107961273,"4","All regions"
2006,0.736293506024407,"4","All regions"
2007,0.725635837410035,"4","All regions"
2008,0.711709872763149,"4","All regions"
2009,0.714109511204734,"4","All regions"
2010,0.721448151282796,"4","All regions"
2011,0.718374905690574,"4","All regions"
2012,0.725923127990294,"4","All regions"
2013,0.712069941215194,"4","All regions"
2014,0.711158403440517,"4","All regions"
2015,0.711434425785188,"4","All regions"
2016,0.687412954633667,"4","All regions"
2017,0.672911477697963,"4","All regions"
2018,0.664146141516475,"4","All regions"
2019,0.653155035520267,"4","All regions"
2020,0.633033872731551,"4","All regions"
2021,0.637970726161717,"4","All regions"
2022,0.683250626694633,"4","All regions"
1954,1,"5","All regions"
1955,0.993272928260315,"5","All regions"
1956,0.984846014405877,"5","All regions"
1957,0.981098022472782,"5","All regions"
1958,0.975208229341007,"5","All regions"
1959,0.965542764759734,"5","All regions"
1960,0.951434620150047,"5","All regions"
1961,0.934704996182182,"5","All regions"
1962,0.914550099347147,"5","All regions"
1963,0.883121649430485,"5","All regions"
1964,0.853712774589055,"5","All regions"
1965,0.842056207642849,"5","All regions"
1966,0.842377853148776,"5","All regions"
1967,0.816691086148974,"5","All regions"
1968,0.767123287671233,"5","All regions"
1969,0.723165383845552,"5","All regions"
1970,0.710501695708104,"5","All regions"
1971,0.692182678461222,"5","All regions"
1972,0.657263648325101,"5","All regions"
1973,0.616799503870271,"5","All regions"
1974,0.562627773622538,"5","All regions"
1975,0.530232185320758,"5","All regions"
1976,0.572458435174989,"5","All regions"
1977,0.652092697308008,"5","All regions"
1978,0.681154194913425,"5","All regions"
1979,0.658446128273212,"5","All regions"
1980,0.637752201668142,"5","All regions"
1981,0.602881476948184,"5","All regions"
1982,0.578764573198902,"5","All regions"
1983,0.581737821565408,"5","All regions"
1984,0.61455078125,"5","All regions"
1985,0.634605604566684,"5","All regions"
1986,0.641798749643311,"5","All regions"
1987,0.632513140854727,"5","All regions"
1988,0.637052082549713,"5","All regions"
1989,0.604228390248973,"5","All regions"
1990,0.563789635276057,"5","All regions"
1991,0.56783323425263,"5","All regions"
1992,0.582755777521261,"5","All regions"
1993,0.583661645422943,"5","All regions"
1994,0.585853615481365,"5","All regions"
1995,0.58955112960761,"5","All regions"
1996,0.604303622337749,"5","All regions"
1997,0.606928093851265,"5","All regions"
1998,0.619560749310001,"5","All regions"
1999,0.598938813638487,"5","All regions"
2000,0.600244577582284,"5","All regions"
2001,0.574547388703786,"5","All regions"
2002,0.540029424385459,"5","All regions"
2003,0.498106342188662,"5","All regions"
2004,0.478128992296078,"5","All regions"
2005,0.499798058527599,"5","All regions"
2006,0.507519653640196,"5","All regions"
2007,0.497507368554496,"5","All regions"
2008,0.480770737440016,"5","All regions"
2009,0.477259061299482,"5","All regions"
2010,0.474794256838052,"5","All regions"
2011,0.463860316884922,"5","All regions"
2012,0.478792643132602,"5","All regions"
2013,0.46794693453209,"5","All regions"
2014,0.474099168034726,"5","All regions"
2015,0.479946943205113,"5","All regions"
2016,0.443517592129398,"5","All regions"
2017,0.426178286724755,"5","All regions"
2018,0.42036587271152,"5","All regions"
2019,0.407532801572163,"5","All regions"
2020,0.381090315828357,"5","All regions"
2021,0.384117406743974,"5","All regions"
2022,0.434421758679148,"5","All regions"
1954,1,"6","All regions"
1955,0.996883983961265,"6","All regions"
1956,0.993614413181676,"6","All regions"
1957,0.992645201267904,"6","All regions"
1958,0.990638887561523,"6","All regions"
1959,0.986504869149286,"6","All regions"
1960,0.979347553458885,"6","All regions"
1961,0.971961149238106,"6","All regions"
1962,0.964855447782277,"6","All regions"
1963,0.952345711259124,"6","All regions"
1964,0.940984244969142,"6","All regions"
1965,0.938025002248404,"6","All regions"
1966,0.939662246793072,"6","All regions"
1967,0.924428913703476,"6","All regions"
1968,0.89600898812717,"6","All regions"
1969,0.875069934648303,"6","All regions"
1970,0.874974515800204,"6","All regions"
1971,0.865195772911733,"6","All regions"
1972,0.845074195900993,"6","All regions"
1973,0.822474751568402,"6","All regions"
1974,0.791022543552108,"6","All regions"
1975,0.776957574314402,"6","All regions"
1976,0.815547538694286,"6","All regions"
1977,0.868792666591353,"6","All regions"
1978,0.879349305935688,"6","All regions"
1979,0.85963449073058,"6","All regions"
1980,0.845173558406032,"6","All regions"
1981,0.822862344262606,"6","All regions"
1982,0.811650091333469,"6","All regions"
1983,0.823816722874753,"6","All regions"
1984,0.848775710088149,"6","All regions"
1985,0.858115377153842,"6","All regions"
1986,0.859224437600187,"6","All regions"
1987,0.849288776480296,"6","All regions"
1988,0.849312323526733,"6","All regions"
1989,0.829340341050774,"6","All regions"
1990,0.815877662647818,"6","All regions"
1991,0.825668253387038,"6","All regions"
1992,0.834226981010674,"6","All regions"
1993,0.833283424482655,"6","All regions"
1994,0.836566394902071,"6","All regions"
1995,0.835787567893784,"6","All regions"
1996,0.841954417257413,"6","All regions"
1997,0.841402762381281,"6","All regions"
1998,0.846407962456225,"6","All regions"
1999,0.82494653328734,"6","All regions"
2000,0.824386791090053,"6","All regions"
2001,0.806187615308198,"6","All regions"
2002,0.785646282250643,"6","All regions"
2003,0.752403190102192,"6","All regions"
2004,0.736159462706799,"6","All regions"
2005,0.748023112196369,"6","All regions"
2006,0.749705180953379,"6","All regions"
2007,0.737676241582492,"6","All regions"
2008,0.722473007202796,"6","All regions"
2009,0.726220410994537,"6","All regions"
2010,0.735861392611965,"6","All regions"
2011,0.729809069212411,"6","All regions"
2012,0.73627594200099,"6","All regions"
2013,0.72317674791611,"6","All regions"
2014,0.724717734931388,"6","All regions"
2015,0.724249244129214,"6","All regions"
2016,0.697095785995127,"6","All regions"
2017,0.682825924186855,"6","All regions"
2018,0.677161834206157,"6","All regions"
2019,0.666327595545398,"6","All regions"
2020,0.645045646526074,"6","All regions"
2021,0.656185899314306,"6","All regions"
2022,0.704510353132117,"6","All regions"
1954,1,"7","All regions"
1955,0.996822177146721,"7","All regions"
1956,0.993471285792644,"7","All regions"
1957,0.992421105953523,"7","All regions"
1958,0.990316389864195,"7","All regions"
1959,0.986040844569016,"7","All regions"
1960,0.978795723251286,"7","All regions"
1961,0.971189392862221,"7","All regions"
1962,0.963821809293457,"7","All regions"
1963,0.950855427565913,"7","All regions"
1964,0.939134557365744,"7","All regions"
1965,0.935959418378933,"7","All regions"
1966,0.937514305333028,"7","All regions"
1967,0.921926603080663,"7","All regions"
1968,0.892867058085612,"7","All regions"
1969,0.871209008965467,"7","All regions"
1970,0.870753227934898,"7","All regions"
1971,0.860707765763235,"7","All regions"
1972,0.840039209772282,"7","All regions"
1973,0.816743269862114,"7","All regions"
1974,0.784457100863494,"7","All regions"
1975,0.769656611039795,"7","All regions"
1976,0.8080395697574,"7","All regions"
1977,0.861620294599018,"7","All regions"
1978,0.872141830651243,"7","All regions"
1979,0.851846918842124,"7","All regions"
1980,0.836753590006902,"7","All regions"
1981,0.813947262749297,"7","All regions"
1982,0.802702702702703,"7","All regions"
1983,0.815147298065427,"7","All regions"
1984,0.840636947269711,"7","All regions"
1985,0.850198961474635,"7","All regions"
1986,0.851077774541218,"7","All regions"
1987,0.840695292816878,"7","All regions"
1988,0.840569316489215,"7","All regions"
1989,0.820442363140275,"7","All regions"
1990,0.806811554760701,"7","All regions"
1991,0.816528528084067,"7","All regions"
1992,0.825134787761438,"7","All regions"
1993,0.824213646069027,"7","All regions"
1994,0.827346191483317,"7","All regions"
1995,0.826433557906289,"7","All regions"
1996,0.832740925387373,"7","All regions"
1997,0.83236312502835,"7","All regions"
1998,0.837679540605175,"7","All regions"
1999,0.81623782789797,"7","All regions"
2000,0.815790240349599,"7","All regions"
2001,0.797529452859547,"7","All regions"
2002,0.776747161362546,"7","All regions"
2003,0.743270303734389,"7","All regions"
2004,0.726698433886414,"7","All regions"
2005,0.738339966215249,"7","All regions"
2006,0.739876376891988,"7","All regions"
2007,0.727678098867365,"7","All regions"
2008,0.712148975156603,"7","All regions"
2009,0.715431472081218,"7","All regions"
2010,0.724752787713023,"7","All regions"
2011,0.718782262130561,"7","All regions"
2012,0.725301380163485,"7","All regions"
2013,0.711997755604889,"7","All regions"
2014,0.713338837401305,"7","All regions"
2015,0.712978701559452,"7","All regions"
2016,0.685902162482322,"7","All regions"
2017,0.671564577428088,"7","All regions"
2018,0.665783816981422,"7","All regions"
2019,0.65493525903001,"7","All regions"
2020,0.633475099066669,"7","All regions"
2021,0.643839234618263,"7","All regions"
2022,0.691780192062637,"7","All regions"
1954,1,"8","All regions"
1955,0.993743167699103,"8","All regions"
1956,0.986051830640949,"8","All regions"
1957,0.982802211793808,"8","All regions"
1958,0.977565864204316,"8","All regions"
1959,0.968737723938206,"8","All regions"
1960,0.955561709591064,"8","All regions"
1961,0.940150824237788,"8","All regions"
1962,0.922098483542995,"8","All regions"
1963,0.893459573937959,"8","All regions"
1964,0.866418735551312,"8","All regions"
1965,0.856079179151911,"8","All regions"
1966,0.856890459363958,"8","All regions"
1967,0.832284402109202,"8","All regions"
1968,0.784970666500677,"8","All regions"
1969,0.743331976425196,"8","All regions"
1970,0.732290341567146,"8","All regions"
1971,0.71488001929338,"8","All regions"
1972,0.681167198427959,"8","All regions"
1973,0.641699042284062,"8","All regions"
1974,0.588366074289517,"8","All regions"
1975,0.556758189335312,"8","All regions"
1976,0.599039507548622,"8","All regions"
1977,0.675751229498553,"8","All regions"
1978,0.700671783032799,"8","All regions"
1979,0.675913244385238,"8","All regions"
1980,0.653816776642864,"8","All regions"
1981,0.619032578960458,"8","All regions"
1982,0.596525434984726,"8","All regions"
1983,0.601786047503532,"8","All regions"
1984,0.634848097381342,"8","All regions"
1985,0.653533222841645,"8","All regions"
1986,0.658868275048327,"8","All regions"
1987,0.648072490068174,"8","All regions"
1988,0.650850702859913,"8","All regions"
1989,0.618589630377192,"8","All regions"
1990,0.580715040053576,"8","All regions"
1991,0.586219542828435,"8","All regions"
1992,0.602204910937998,"8","All regions"
1993,0.603427845046753,"8","All regions"
1994,0.605306296691569,"8","All regions"
1995,0.607853542597222,"8","All regions"
1996,0.621033554057064,"8","All regions"
1997,0.623003251903553,"8","All regions"
1998,0.634975900198469,"8","All regions"
1999,0.614566858050771,"8","All regions"
2000,0.615514669318747,"8","All regions"
2001,0.590271013354281,"8","All regions"
2002,0.557288013307413,"8","All regions"
2003,0.51669545855887,"8","All regions"
2004,0.498091668410738,"8","All regions"
2005,0.520178967813541,"8","All regions"
2006,0.526905337489662,"8","All regions"
2007,0.515662500970271,"8","All regions"
2008,0.497850931477344,"8","All regions"
2009,0.493756181182831,"8","All regions"
2010,0.491817938082546,"8","All regions"
2011,0.481364013266998,"8","All regions"
2012,0.495980375029117,"8","All regions"
2013,0.484945138699147,"8","All regions"
2014,0.490997656420318,"8","All regions"
2015,0.495942025180187,"8","All regions"
2016,0.459492804228457,"8","All regions"
2017,0.442802165271082,"8","All regions"
2018,0.437523715831635,"8","All regions"
2019,0.424865508485518,"8","All regions"
2020,0.399040071265109,"8","All regions"
2021,0.404011196947424,"8","All regions"
2022,0.455086495130106,"8","All regions"
1954,1,"9","All regions"
1955,0.994505407124682,"9","All regions"
1956,0.987984032256769,"9","All regions"
1957,0.985475466079751,"9","All regions"
1958,0.981227683473367,"9","All regions"
1959,0.973718491500033,"9","All regions"
1960,0.962179968309566,"9","All regions"
1961,0.948973491911955,"9","All regions"
1962,0.934162814109644,"9","All regions"
1963,0.909937606352808,"9","All regions"
1964,0.88683477824842,"9","All regions"
1965,0.878909684712976,"9","All regions"
1966,0.880958446747744,"9","All regions"
1967,0.858911020493517,"9","All regions"
1968,0.816238384014659,"9","All regions"
1969,0.779429738644164,"9","All regions"
1970,0.771939631078815,"9","All regions"
1971,0.756654358027541,"9","All regions"
1972,0.725863929785978,"9","All regions"
1973,0.689556795220943,"9","All regions"
1974,0.639567525635742,"9","All regions"
1975,0.611737816892158,"9","All regions"
1976,0.657972420302013,"9","All regions"
1977,0.735884291468327,"9","All regions"
1978,0.760212137648406,"9","All regions"
1979,0.736681550639334,"9","All regions"
1980,0.716291242590314,"9","All regions"
1981,0.68317228669622,"9","All regions"
1982,0.662197954769978,"9","All regions"
1983,0.669465851714058,"9","All regions"
1984,0.702822621329836,"9","All regions"
1985,0.720325344161632,"9","All regions"
1986,0.725434717806041,"9","All regions"
1987,0.715519965003524,"9","All regions"
1988,0.718549478160031,"9","All regions"
1989,0.68628406150099,"9","All regions"
1990,0.649756934515299,"9","All regions"
1991,0.657555555555556,"9","All regions"
1992,0.675329208313502,"9","All regions"
1993,0.676571747148126,"9","All regions"
1994,0.679259795879232,"9","All regions"
1995,0.682581937884643,"9","All regions"
1996,0.695413681839398,"9","All regions"
1997,0.696355058327029,"9","All regions"
1998,0.707040308699189,"9","All regions"
1999,0.684715620538215,"9","All regions"
2000,0.684233999851334,"9","All regions"
2001,0.657394789579158,"9","All regions"
2002,0.623784281620958,"9","All regions"
2003,0.581688598635199,"9","All regions"
2004,0.56370057045287,"9","All regions"
2005,0.587275120666959,"9","All regions"
2006,0.593495254946115,"9","All regions"
2007,0.581256136572388,"9","All regions"
2008,0.562640412097042,"9","All regions"
2009,0.559340150293381,"9","All regions"
2010,0.559090241634171,"9","All regions"
2011,0.548630898867844,"9","All regions"
2012,0.56358420570433,"9","All regions"
2013,0.552043471150558,"9","All regions"
2014,0.559274442634919,"9","All regions"
2015,0.563504223671543,"9","All regions"
2016,0.524617341470038,"9","All regions"
2017,0.50775542184705,"9","All regions"
2018,0.5027006298028,"9","All regions"
2019,0.488925362296917,"9","All regions"
2020,0.462263719761026,"9","All regions"
2021,0.471864872015345,"9","All regions"
2022,0.528936041224614,"9","All regions"
1954,1,"10","All regions"
1955,0.993063909045051,"10","All regions"
1956,0.984310324437261,"10","All regions"
1957,0.980334051724138,"10","All regions"
1958,0.974139493665787,"10","All regions"
1959,0.964096556833769,"10","All regions"
1960,0.949546235957302,"10","All regions"
1961,0.9322162664078,"10","All regions"
1962,0.91109097667503,"10","All regions"
1963,0.878429061294471,"10","All regions"
1964,0.847956620305128,"10","All regions"
1965,0.835619963649816,"10","All regions"
1966,0.835450130743369,"10","All regions"
1967,0.809001626800024,"10","All regions"
1968,0.758245172261556,"10","All regions"
1969,0.713092280798602,"10","All regions"
1970,0.699500314762354,"10","All regions"
1971,0.680599457298507,"10","All regions"
1972,0.644969555136623,"10","All regions"
1973,0.603737543439737,"10","All regions"
1974,0.548809583105046,"10","All regions"
1975,0.51538338658147,"10","All regions"
1976,0.555904226859283,"10","All regions"
1977,0.633721575152524,"10","All regions"
1978,0.661723127316611,"10","All regions"
1979,0.638274787839725,"10","All regions"
1980,0.616850637354517,"10","All regions"
1981,0.581615276098347,"10","All regions"
1982,0.557405967668427,"10","All regions"
1983,0.559963773013599,"10","All regions"
1984,0.59221441078849,"10","All regions"
1985,0.612134138507002,"10","All regions"
1986,0.619072059125436,"10","All regions"
1987,0.609301450293572,"10","All regions"
1988,0.613409838498256,"10","All regions"
1989,0.580931433978671,"10","All regions"
1990,0.540703151429984,"10","All regions"
1991,0.544383694021311,"10","All regions"
1992,0.558854275559272,"10","All regions"
1993,0.559739745900558,"10","All regions"
1994,0.561456158663883,"10","All regions"
1995,0.564503848728246,"10","All regions"
1996,0.578860631561578,"10","All regions"
1997,0.581630594832281,"10","All regions"
1998,0.594438451165479,"10","All regions"
1999,0.574748997830164,"10","All regions"
2000,0.576541714796736,"10","All regions"
2001,0.551788665879575,"10","All regions"
2002,0.518261026318952,"10","All regions"
2003,0.477640645693775,"10","All regions"
2004,0.458063658462473,"10","All regions"
2005,0.47922622882315,"10","All regions"
2006,0.486896474466689,"10","All regions"
2007,0.477098916136657,"10","All regions"
2008,0.460598368376519,"10","All regions"
2009,0.456824739579088,"10","All regions"
2010,0.453984769187377,"10","All regions"
2011,0.443203403098829,"10","All regions"
2012,0.457799428761979,"10","All regions"
2013,0.447214671969329,"10","All regions"
2014,0.452951816240769,"10","All regions"
2015,0.458808744600079,"10","All regions"
2016,0.42348112325761,"10","All regions"
2017,0.406552983489092,"10","All regions"
2018,0.400862867652143,"10","All regions"
2019,0.388535004989669,"10","All regions"
2020,0.362778707633451,"10","All regions"
2021,0.364839659935589,"10","All regions"
2022,0.412800746482917,"10","All regions"
1954,1,"11","All regions"
1955,0.992007162979625,"11","All regions"
1956,0.981496334915224,"11","All regions"
1957,0.976277826845121,"11","All regions"
1958,0.96839268306669,"11","All regions"
1959,0.956312443233424,"11","All regions"
1960,0.939559398714077,"11","All regions"
1961,0.918953592796912,"11","All regions"
1962,0.89263325910384,"11","All regions"
1963,0.85341788953617,"11","All regions"
1964,0.817831197114026,"11","All regions"
1965,0.802514024516933,"11","All regions"
1966,0.800433730078677,"11","All regions"
1967,0.770793083854209,"11","All regions"
1968,0.714999652946484,"11","All regions"
1969,0.665560245587107,"11","All regions"
1970,0.648634680340211,"11","All regions"
1971,0.627747211895911,"11","All regions"
1972,0.589793577981651,"11","All regions"
1973,0.546532563049581,"11","All regions"
1974,0.490410653176611,"11","All regions"
1975,0.455496598282067,"11","All regions"
1976,0.493178208386277,"11","All regions"
1977,0.57079449514421,"11","All regions"
1978,0.602288599261599,"11","All regions"
1979,0.581346026123533,"11","All regions"
1980,0.561925344734431,"11","All regions"
1981,0.527471665654726,"11","All regions"
1982,0.501799802101998,"11","All regions"
1983,0.500712486116002,"11","All regions"
1984,0.53070328623591,"11","All regions"
1985,0.551597327347706,"11","All regions"
1986,0.560987236259443,"11","All regions"
1987,0.553522097684275,"11","All regions"
1988,0.559981905910736,"11","All regions"
1989,0.528392645619818,"11","All regions"
1990,0.485501655240727,"11","All regions"
1991,0.487450580283127,"11","All regions"
1992,0.499416072143345,"11","All regions"
1993,0.498984443006049,"11","All regions"
1994,0.500594595784977,"11","All regions"
1995,0.503683382246608,"11","All regions"
1996,0.519295600644932,"11","All regions"
1997,0.523388728766787,"11","All regions"
1998,0.537463305804532,"11","All regions"
1999,0.518898564807894,"11","All regions"
2000,0.522112390741644,"11","All regions"
2001,0.498736574887717,"11","All regions"
2002,0.465886300829056,"11","All regions"
