"Year","Depletion","Ensemble.Model","Region"
1996,0.727321124361158,"73","Region 1"
1997,0.724641453447513,"73","Region 1"
1998,0.734289567242859,"73","Region 1"
1999,0.707780776904119,"73","Region 1"
2000,0.709771939248913,"73","Region 1"
2001,0.681729458006899,"73","Region 1"
2002,0.643449103102339,"73","Region 1"
2003,0.602448303527524,"73","Region 1"
2004,0.593263179614155,"73","Region 1"
2005,0.618040191740413,"73","Region 1"
2006,0.624579478553406,"73","Region 1"
2007,0.607759793965535,"73","Region 1"
2008,0.581951295730006,"73","Region 1"
2009,0.582384592291527,"73","Region 1"
2010,0.579450003255703,"73","Region 1"
2011,0.564431850154749,"73","Region 1"
2012,0.593460826650216,"73","Region 1"
2013,0.583747632575758,"73","Region 1"
2014,0.594384729429207,"73","Region 1"
2015,0.600143833153542,"73","Region 1"
2016,0.567286788895516,"73","Region 1"
2017,0.5505206247497,"73","Region 1"
2018,0.544683913791035,"73","Region 1"
2019,0.531757146387676,"73","Region 1"
2020,0.493963171976527,"73","Region 1"
2021,0.511875843454791,"73","Region 1"
2022,0.59536649902038,"73","Region 1"
1954,1,"74","Region 1"
1955,0.991048179191875,"74","Region 1"
1956,0.981016000422453,"74","Region 1"
1957,0.977816430291678,"74","Region 1"
1958,0.971592442645074,"74","Region 1"
1959,0.96013708756132,"74","Region 1"
1960,0.944336543389712,"74","Region 1"
1961,0.925565831801471,"74","Region 1"
1962,0.903121962102982,"74","Region 1"
1963,0.868780469651297,"74","Region 1"
1964,0.844974373271,"74","Region 1"
1965,0.840390078060346,"74","Region 1"
1966,0.839244204644815,"74","Region 1"
1967,0.80690363673721,"74","Region 1"
1968,0.75245131263838,"74","Region 1"
1969,0.709231520258986,"74","Region 1"
1970,0.699673229535656,"74","Region 1"
1971,0.680447541125791,"74","Region 1"
1972,0.643961162699253,"74","Region 1"
1973,0.608782563838019,"74","Region 1"
1974,0.546647486053121,"74","Region 1"
1975,0.509733914612147,"74","Region 1"
1976,0.567201586054689,"74","Region 1"
1977,0.654880708479281,"74","Region 1"
1978,0.6766040940639,"74","Region 1"
1979,0.649974962443665,"74","Region 1"
1980,0.624141472495025,"74","Region 1"
1981,0.580890413380954,"74","Region 1"
1982,0.55778591102894,"74","Region 1"
1983,0.566337305777644,"74","Region 1"
1984,0.605297391052974,"74","Region 1"
1985,0.62550944466102,"74","Region 1"
1986,0.62992209631728,"74","Region 1"
1987,0.61726052912973,"74","Region 1"
1988,0.630123372172721,"74","Region 1"
1989,0.589944928051164,"74","Region 1"
1990,0.541945761975452,"74","Region 1"
1991,0.548612574639972,"74","Region 1"
1992,0.568364781875457,"74","Region 1"
1993,0.57004597144931,"74","Region 1"
1994,0.572521833078239,"74","Region 1"
1995,0.57565599352676,"74","Region 1"
1996,0.592279579716766,"74","Region 1"
1997,0.59182139576316,"74","Region 1"
1998,0.604478993151953,"74","Region 1"
1999,0.579632948779441,"74","Region 1"
2000,0.584491455631048,"74","Region 1"
2001,0.557938031258569,"74","Region 1"
2002,0.516862088218872,"74","Region 1"
2003,0.475197489161369,"74","Region 1"
2004,0.462967850921185,"74","Region 1"
2005,0.485826072345839,"74","Region 1"
2006,0.495556969524102,"74","Region 1"
2007,0.481990957982473,"74","Region 1"
2008,0.4586162517197,"74","Region 1"
2009,0.458093962169895,"74","Region 1"
2010,0.45081041150654,"74","Region 1"
2011,0.434856107049023,"74","Region 1"
2012,0.464785064700933,"74","Region 1"
2013,0.456426691989633,"74","Region 1"
2014,0.465713588863248,"74","Region 1"
2015,0.474678965454874,"74","Region 1"
2016,0.445218146135266,"74","Region 1"
2017,0.427208425634449,"74","Region 1"
2018,0.420125104092027,"74","Region 1"
2019,0.408867772016639,"74","Region 1"
2020,0.371109843442987,"74","Region 1"
2021,0.377588097439315,"74","Region 1"
2022,0.452823767291946,"74","Region 1"
1954,1,"75","Region 1"
1955,0.991589632935292,"75","Region 1"
1956,0.982305743770199,"75","Region 1"
1957,0.979485106490488,"75","Region 1"
1958,0.973817191298703,"75","Region 1"
1959,0.963156356798923,"75","Region 1"
1960,0.948220064724919,"75","Region 1"
1961,0.93069388427031,"75","Region 1"
1962,0.910198933146913,"75","Region 1"
1963,0.878379098906958,"75","Region 1"
1964,0.85626993107705,"75","Region 1"
1965,0.852424470487044,"75","Region 1"
1966,0.85191327314047,"75","Region 1"
1967,0.821136925358379,"75","Region 1"
1968,0.769079292840889,"75","Region 1"
1969,0.728073688426111,"75","Region 1"
1970,0.720068675054323,"75","Region 1"
1971,0.701749907824953,"75","Region 1"
1972,0.666517737467608,"75","Region 1"
1973,0.632571045832935,"75","Region 1"
1974,0.572036856065894,"75","Region 1"
1975,0.537043987389281,"75","Region 1"
1976,0.596923536439665,"75","Region 1"
1977,0.686372285283118,"75","Region 1"
1978,0.708918824759029,"75","Region 1"
1979,0.683331376232973,"75","Region 1"
1980,0.658590024487692,"75","Region 1"
1981,0.616021704983578,"75","Region 1"
1982,0.593299244447836,"75","Region 1"
1983,0.602674670415258,"75","Region 1"
1984,0.642034340360791,"75","Region 1"
1985,0.661966328052852,"75","Region 1"
1986,0.666548131289783,"75","Region 1"
1987,0.654594650848163,"75","Region 1"
1988,0.667911867455294,"75","Region 1"
1989,0.627294981640147,"75","Region 1"
1990,0.579542949518701,"75","Region 1"
1991,0.587036180582732,"75","Region 1"
1992,0.607688358362213,"75","Region 1"
1993,0.609358794460375,"75","Region 1"
1994,0.612483705702246,"75","Region 1"
1995,0.616384345794392,"75","Region 1"
1996,0.633222495301431,"75","Region 1"
1997,0.632245508137534,"75","Region 1"
1998,0.644322589273773,"75","Region 1"
1999,0.618072227614037,"75","Region 1"
2000,0.622064317249667,"75","Region 1"
2001,0.594110902938956,"75","Region 1"
2002,0.551933261203804,"75","Region 1"
2003,0.508735339527073,"75","Region 1"
2004,0.496382950114293,"75","Region 1"
2005,0.52001267550702,"75","Region 1"
2006,0.529648935222311,"75","Region 1"
2007,0.515594286463111,"75","Region 1"
2008,0.491670080568073,"75","Region 1"
2009,0.491692178261784,"75","Region 1"
2010,0.485198652597765,"75","Region 1"
2011,0.468990550097002,"75","Region 1"
2012,0.499548180399244,"75","Region 1"
2013,0.4908640571707,"75","Region 1"
2014,0.500836490202488,"75","Region 1"
2015,0.50955792286849,"75","Region 1"
2016,0.478604216914339,"75","Region 1"
2017,0.460170597089814,"75","Region 1"
2018,0.452972129409175,"75","Region 1"
2019,0.440928011753183,"75","Region 1"
2020,0.401948522151274,"75","Region 1"
2021,0.410761652140962,"75","Region 1"
2022,0.490318318814252,"75","Region 1"
1954,1,"76","Region 1"
1955,0.995890229351717,"76","Region 1"
1956,0.991978073400628,"76","Region 1"
1957,0.991471931238249,"76","Region 1"
1958,0.989511899959661,"76","Region 1"
1959,0.984597400811387,"76","Region 1"
1960,0.977008084254246,"76","Region 1"
1961,0.969079694854731,"76","Region 1"
1962,0.961715296198055,"76","Region 1"
1963,0.94854541856323,"76","Region 1"
1964,0.940133010131145,"76","Region 1"
1965,0.941310311650826,"76","Region 1"
1966,0.942322813214463,"76","Region 1"
1967,0.923559791482722,"76","Region 1"
1968,0.893279151536112,"76","Region 1"
1969,0.874713782850894,"76","Region 1"
1970,0.878710987059122,"76","Region 1"
1971,0.867778239284796,"76","Region 1"
1972,0.846322325472601,"76","Region 1"
1973,0.825230363160747,"76","Region 1"
1974,0.784009966687431,"76","Region 1"
1975,0.766156411936387,"76","Region 1"
1976,0.822114298622092,"76","Region 1"
1977,0.88182996023768,"76","Region 1"
1978,0.886105089492969,"76","Region 1"
1979,0.862788414334806,"76","Region 1"
1980,0.844510585185541,"76","Region 1"
1981,0.816089731193193,"76","Region 1"
1982,0.807259110744192,"76","Region 1"
1983,0.824375535946447,"76","Region 1"
1984,0.852479297111695,"76","Region 1"
1985,0.860579332464669,"76","Region 1"
1986,0.859910505440862,"76","Region 1"
1987,0.849945748668376,"76","Region 1"
1988,0.85689909845668,"76","Region 1"
1989,0.826837921835034,"76","Region 1"
1990,0.799869732668781,"76","Region 1"
1991,0.819053151321522,"76","Region 1"
1992,0.839774118927745,"76","Region 1"
1993,0.837484254491613,"76","Region 1"
1994,0.83950644632493,"76","Region 1"
1995,0.839658242876526,"76","Region 1"
1996,0.847535173450757,"76","Region 1"
1997,0.843702675416456,"76","Region 1"
1998,0.849925908594603,"76","Region 1"
1999,0.825987126886739,"76","Region 1"
2000,0.826513944624816,"76","Region 1"
2001,0.802095486468556,"76","Region 1"
2002,0.775455421465608,"76","Region 1"
2003,0.741266802975595,"76","Region 1"
2004,0.73881439048735,"76","Region 1"
2005,0.761957941360186,"76","Region 1"
2006,0.763112572412713,"76","Region 1"
2007,0.74453407110648,"76","Region 1"
2008,0.719973655849599,"76","Region 1"
2009,0.724305240120577,"76","Region 1"
2010,0.727820474556036,"76","Region 1"
2011,0.714061326230964,"76","Region 1"
2012,0.737136272958657,"76","Region 1"
2013,0.727266498809585,"76","Region 1"
2014,0.738390877415268,"76","Region 1"
2015,0.738881501759875,"76","Region 1"
2016,0.707076495615178,"76","Region 1"
2017,0.695506396005685,"76","Region 1"
2018,0.692580147125602,"76","Region 1"
2019,0.679434946502684,"76","Region 1"
2020,0.648346993667535,"76","Region 1"
2021,0.679259783597937,"76","Region 1"
2022,0.754419311917886,"76","Region 1"
1954,1,"77","Region 1"
1955,0.993114617178826,"77","Region 1"
1956,0.985753747788572,"77","Region 1"
1957,0.983703208136897,"77","Region 1"
1958,0.979304252723678,"77","Region 1"
1959,0.970532490496913,"77","Region 1"
1960,0.957409362900387,"77","Region 1"
1961,0.942481247767591,"77","Region 1"
1962,0.926267160143843,"77","Region 1"
1963,0.900902689740496,"77","Region 1"
1964,0.883961149988542,"77","Region 1"
1965,0.881877616983766,"77","Region 1"
1966,0.881228728510341,"77","Region 1"
1967,0.851521529119514,"77","Region 1"
1968,0.803475228710796,"77","Region 1"
1969,0.769419276512512,"77","Region 1"
1970,0.765859836085159,"77","Region 1"
1971,0.749422954977806,"77","Region 1"
1972,0.715845818651317,"77","Region 1"
1973,0.68298578751165,"77","Region 1"
1974,0.628092552236893,"77","Region 1"
1975,0.599182916781104,"77","Region 1"
1976,0.657822537473233,"77","Region 1"
1977,0.736113094388119,"77","Region 1"
1978,0.747699929228592,"77","Region 1"
1979,0.71774361646691,"77","Region 1"
1980,0.692624257354007,"77","Region 1"
1981,0.655204640670319,"77","Region 1"
1982,0.639066035795104,"77","Region 1"
1983,0.653587745229777,"77","Region 1"
1984,0.689425425933564,"77","Region 1"
1985,0.703526542862502,"77","Region 1"
1986,0.704370744564024,"77","Region 1"
1987,0.691887937078926,"77","Region 1"
1988,0.700701313814963,"77","Region 1"
1989,0.664421349756223,"77","Region 1"
1990,0.622390705001969,"77","Region 1"
1991,0.632507164677353,"77","Region 1"
1992,0.655124071218281,"77","Region 1"
1993,0.657135992311389,"77","Region 1"
1994,0.66005770707044,"77","Region 1"
1995,0.659503073770492,"77","Region 1"
1996,0.671826704472884,"77","Region 1"
1997,0.670542442237637,"77","Region 1"
1998,0.682138563447349,"77","Region 1"
1999,0.657280608433871,"77","Region 1"
2000,0.65878068835898,"77","Region 1"
2001,0.632102671395402,"77","Region 1"
2002,0.599917794846764,"77","Region 1"
2003,0.559647188533627,"77","Region 1"
2004,0.549421084704449,"77","Region 1"
2005,0.570599102665611,"77","Region 1"
2006,0.575330023010779,"77","Region 1"
2007,0.557944730566522,"77","Region 1"
2008,0.533219293799628,"77","Region 1"
2009,0.53689874098784,"77","Region 1"
2010,0.536843591191417,"77","Region 1"
2011,0.520382021625287,"77","Region 1"
2012,0.545911315327431,"77","Region 1"
2013,0.538160830521289,"77","Region 1"
2014,0.547806758587157,"77","Region 1"
2015,0.550571128359828,"77","Region 1"
2016,0.51956040793568,"77","Region 1"
2017,0.503649770958251,"77","Region 1"
2018,0.498628257887517,"77","Region 1"
2019,0.4864505087002,"77","Region 1"
2020,0.450098936433342,"77","Region 1"
2021,0.463181423072147,"77","Region 1"
2022,0.536698116782236,"77","Region 1"
1954,1,"78","Region 1"
1955,0.994932699920823,"78","Region 1"
1956,0.989924030387845,"78","Region 1"
1957,0.989061368937505,"78","Region 1"
1958,0.986458165403837,"78","Region 1"
1959,0.980270159639787,"78","Region 1"
1960,0.97095652173913,"78","Region 1"
1961,0.961046346317885,"78","Region 1"
1962,0.95119449681951,"78","Region 1"
1963,0.934232817775178,"78","Region 1"
1964,0.922849738682264,"78","Region 1"
1965,0.923081598541255,"78","Region 1"
1966,0.924097430574317,"78","Region 1"
1967,0.902301596223022,"78","Region 1"
1968,0.866458965319341,"78","Region 1"
1969,0.841865602232212,"78","Region 1"
1970,0.84353277060576,"78","Region 1"
1971,0.830926083262532,"78","Region 1"
1972,0.805514371801617,"78","Region 1"
1973,0.7803390721514,"78","Region 1"
1974,0.732575486334885,"78","Region 1"
1975,0.709297763828952,"78","Region 1"
1976,0.768122793746848,"78","Region 1"
1977,0.837451668245717,"78","Region 1"
1978,0.845365585486531,"78","Region 1"
1979,0.819555616892078,"78","Region 1"
1980,0.797883625948125,"78","Region 1"
1981,0.764513193812557,"78","Region 1"
1982,0.752649717146759,"78","Region 1"
1983,0.769910403185665,"78","Region 1"
1984,0.802913011067148,"78","Region 1"
1985,0.813858196512844,"78","Region 1"
1986,0.813395763147376,"78","Region 1"
1987,0.8017191182587,"78","Region 1"
1988,0.809821504342168,"78","Region 1"
1989,0.776080962336757,"78","Region 1"
1990,0.743412837162837,"78","Region 1"
1991,0.760738552437223,"78","Region 1"
1992,0.7836129595848,"78","Region 1"
1993,0.782889526826371,"78","Region 1"
1994,0.784755584171165,"78","Region 1"
1995,0.78531796841656,"78","Region 1"
1996,0.795251942603804,"78","Region 1"
1997,0.791912777531343,"78","Region 1"
1998,0.799821113026026,"78","Region 1"
1999,0.774604772088732,"78","Region 1"
2000,0.775681248752799,"78","Region 1"
2001,0.749331020812686,"78","Region 1"
2002,0.717302862882973,"78","Region 1"
2003,0.680029518889709,"78","Region 1"
2004,0.67456942629766,"78","Region 1"
2005,0.698825696523141,"78","Region 1"
2006,0.701948101653399,"78","Region 1"
2007,0.683377974457513,"78","Region 1"
2008,0.657384680490901,"78","Region 1"
2009,0.659382130946112,"78","Region 1"
2010,0.660203792810643,"78","Region 1"
2011,0.64610468032924,"78","Region 1"
2012,0.672076717613889,"78","Region 1"
2013,0.66183138570428,"78","Region 1"
2014,0.672639275048914,"78","Region 1"
2015,0.675353023154289,"78","Region 1"
2016,0.642595173476124,"78","Region 1"
2017,0.628608722358722,"78","Region 1"
2018,0.624504262860427,"78","Region 1"
2019,0.611453165162293,"78","Region 1"
2020,0.57691122749879,"78","Region 1"
2021,0.602417672237637,"78","Region 1"
2022,0.682681124076089,"78","Region 1"
1954,1,"79","Region 1"
1955,0.994828396803009,"79","Region 1"
1956,0.989678443826915,"79","Region 1"
1957,0.988391641982227,"79","Region 1"
1958,0.985441968953591,"79","Region 1"
1959,0.978760187700667,"79","Region 1"
1960,0.968449810522605,"79","Region 1"
1961,0.95745782208589,"79","Region 1"
1962,0.946293217911322,"79","Region 1"
1963,0.927885493117172,"79","Region 1"
1964,0.916122558579949,"79","Region 1"
1965,0.914820820254972,"79","Region 1"
1966,0.913892650937344,"79","Region 1"
1967,0.890643762272734,"79","Region 1"
1968,0.852437890478443,"79","Region 1"
1969,0.82568579979793,"79","Region 1"
1970,0.823938775510204,"79","Region 1"
1971,0.810290023456168,"79","Region 1"
1972,0.783712989382104,"79","Region 1"
1973,0.75902790096551,"79","Region 1"
1974,0.715241468488222,"79","Region 1"
1975,0.692696749032632,"79","Region 1"
1976,0.743233968907588,"79","Region 1"
1977,0.809408805031447,"79","Region 1"
1978,0.819529551294722,"79","Region 1"
1979,0.795630374118021,"79","Region 1"
1980,0.775055622330767,"79","Region 1"
1981,0.742271019936435,"79","Region 1"
1982,0.728763732012997,"79","Region 1"
1983,0.744459709694761,"79","Region 1"
1984,0.777710126477182,"79","Region 1"
1985,0.790320385442469,"79","Region 1"
1986,0.790370697751505,"79","Region 1"
1987,0.776447707226209,"79","Region 1"
1988,0.782888325862405,"79","Region 1"
1989,0.75477448191792,"79","Region 1"
1990,0.734284297424229,"79","Region 1"
1991,0.742888128806207,"79","Region 1"
1992,0.753282566347054,"79","Region 1"
1993,0.753200861630806,"79","Region 1"
1994,0.756835049078286,"79","Region 1"
1995,0.755798058432381,"79","Region 1"
1996,0.765315127026148,"79","Region 1"
1997,0.763654914408797,"79","Region 1"
1998,0.770442208251979,"79","Region 1"
1999,0.744267416432365,"79","Region 1"
2000,0.747220003022909,"79","Region 1"
2001,0.726870296591412,"79","Region 1"
2002,0.69725072968647,"79","Region 1"
2003,0.659894488719273,"79","Region 1"
2004,0.645220839600711,"79","Region 1"
2005,0.655944822931387,"79","Region 1"
2006,0.659878431220721,"79","Region 1"
2007,0.645252308105722,"79","Region 1"
2008,0.623626373626374,"79","Region 1"
2009,0.628670836267241,"79","Region 1"
2010,0.633520296606141,"79","Region 1"
2011,0.623896266425641,"79","Region 1"
2012,0.643714036617262,"79","Region 1"
2013,0.631313307719176,"79","Region 1"
2014,0.633939009318949,"79","Region 1"
2015,0.637239847093802,"79","Region 1"
2016,0.615703896816685,"79","Region 1"
2017,0.598961328349626,"79","Region 1"
2018,0.589886521998806,"79","Region 1"
2019,0.57946792095038,"79","Region 1"
2020,0.545502527354296,"79","Region 1"
2021,0.554334781709083,"79","Region 1"
2022,0.624034658127708,"79","Region 1"
1954,1,"80","Region 1"
1955,0.990596373659038,"80","Region 1"
1956,0.979932741606483,"80","Region 1"
1957,0.976425844880381,"80","Region 1"
1958,0.969708091016882,"80","Region 1"
1959,0.957613087888652,"80","Region 1"
1960,0.941188817059861,"80","Region 1"
1961,0.921427616231557,"80","Region 1"
1962,0.897357119259993,"80","Region 1"
1963,0.860918986610153,"80","Region 1"
1964,0.835778294059077,"80","Region 1"
1965,0.830737686034189,"80","Region 1"
1966,0.82939274638749,"80","Region 1"
1967,0.796209332825655,"80","Region 1"
1968,0.740266049739734,"80","Region 1"
1969,0.695726182370502,"80","Region 1"
1970,0.685252502656451,"80","Region 1"
1971,0.66555970258912,"80","Region 1"
1972,0.628399533427466,"80","Region 1"
1973,0.592910533015635,"80","Region 1"
1974,0.530342727658972,"80","Region 1"
1975,0.493053189475677,"80","Region 1"
1976,0.550890056313542,"80","Region 1"
1977,0.641034285136365,"80","Region 1"
1978,0.6656234012459,"80","Region 1"
1979,0.640470858802881,"80","Region 1"
1980,0.615672745194677,"80","Region 1"
1981,0.572263721987658,"80","Region 1"
1982,0.547954160898323,"80","Region 1"
1983,0.55493489483011,"80","Region 1"
1984,0.593896974410251,"80","Region 1"
1985,0.615105037435487,"80","Region 1"
1986,0.620827430896081,"80","Region 1"
1987,0.609256502941385,"80","Region 1"
1988,0.623808015764101,"80","Region 1"
1989,0.582999781675278,"80","Region 1"
1990,0.53260265857,"80","Region 1"
1991,0.538436646052064,"80","Region 1"
1992,0.557679113986082,"80","Region 1"
1993,0.559180505975477,"80","Region 1"
1994,0.56189948263119,"80","Region 1"
1995,0.565856701520912,"80","Region 1"
1996,0.583753813658766,"80","Region 1"
1997,0.58366214902499,"80","Region 1"
1998,0.596803566089533,"80","Region 1"
1999,0.571576763485477,"80","Region 1"
2000,0.576800442699412,"80","Region 1"
2001,0.549897996255205,"80","Region 1"
2002,0.507442336098171,"80","Region 1"
2003,0.464701109007303,"80","Region 1"
2004,0.451684670437183,"80","Region 1"
2005,0.474358034645361,"80","Region 1"
2006,0.484862036581548,"80","Region 1"
2007,0.472078672510412,"80","Region 1"
2008,0.449375211077339,"80","Region 1"
2009,0.449334745177478,"80","Region 1"
2010,0.441573926868045,"80","Region 1"
2011,0.425123377431261,"80","Region 1"
2012,0.455569818856083,"80","Region 1"
2013,0.447399657982094,"80","Region 1"
2014,0.456864918584206,"80","Region 1"
2015,0.466600364661031,"80","Region 1"
2016,0.43719362745098,"80","Region 1"
2017,0.418659110140307,"80","Region 1"
2018,0.41118253439423,"80","Region 1"
2019,0.399836744445329,"80","Region 1"
2020,0.361432460020415,"80","Region 1"
2021,0.366588622962192,"80","Region 1"
2022,0.441924677697696,"80","Region 1"
1954,1,"81","Region 1"
1955,0.993224780846547,"81","Region 1"
1956,0.986117976602406,"81","Region 1"
1957,0.984353896980905,"81","Region 1"
1958,0.980262608550434,"81","Region 1"
1959,0.971904921888124,"81","Region 1"
1960,0.959631412520239,"81","Region 1"
1961,0.945791609014798,"81","Region 1"
1962,0.930879203117339,"81","Region 1"
1963,0.906538659559648,"81","Region 1"
1964,0.889609351406086,"81","Region 1"
1965,0.88778022305942,"81","Region 1"
1966,0.888271604938272,"81","Region 1"
1967,0.86166082594654,"81","Region 1"
1968,0.816894835096453,"81","Region 1"
1969,0.782947315990853,"81","Region 1"
1970,0.779460747368165,"81","Region 1"
1971,0.763780753659296,"81","Region 1"
1972,0.732644139561739,"81","Region 1"
1973,0.70214223996663,"81","Region 1"
1974,0.646345503942747,"81","Region 1"
1975,0.615896421506923,"81","Region 1"
1976,0.67657466383581,"81","Region 1"
1977,0.759024918091917,"81","Region 1"
1978,0.774966014848897,"81","Region 1"
1979,0.748275308840045,"81","Region 1"
1980,0.723883727899311,"81","Region 1"
1981,0.684246021041273,"81","Region 1"
1982,0.666015483684249,"81","Region 1"
1983,0.679870798282043,"81","Region 1"
1984,0.717922233698731,"81","Region 1"
1985,0.734163154627724,"81","Region 1"
1986,0.736002625533311,"81","Region 1"
1987,0.723475648728109,"81","Region 1"
1988,0.733977962671464,"81","Region 1"
1989,0.695529969522519,"81","Region 1"
1990,0.654108160711803,"81","Region 1"
1991,0.66609857978279,"81","Region 1"
1992,0.688971352233932,"81","Region 1"
1993,0.690302309782609,"81","Region 1"
1994,0.692980476244216,"81","Region 1"
1995,0.695331761900891,"81","Region 1"
1996,0.708953613807983,"81","Region 1"
1997,0.706603400553579,"81","Region 1"
1998,0.716733394673364,"81","Region 1"
1999,0.690319817247287,"81","Region 1"
2000,0.692664626320466,"81","Region 1"
2001,0.664674527539977,"81","Region 1"
2002,0.625803086046895,"81","Region 1"
2003,0.584491797292715,"81","Region 1"
2004,0.574720706677059,"81","Region 1"
2005,0.599273776826032,"81","Region 1"
2006,0.606229828435536,"81","Region 1"
2007,0.589732782601366,"81","Region 1"
2008,0.564086507279762,"81","Region 1"
2009,0.564258976847359,"81","Region 1"
2010,0.560643025180796,"81","Region 1"
2011,0.545489443378119,"81","Region 1"
2012,0.574774198705139,"81","Region 1"
2013,0.565195010888933,"81","Region 1"
2014,0.575579229680399,"81","Region 1"
2015,0.581793242853018,"81","Region 1"
2016,0.549324766265246,"81","Region 1"
2017,0.532273545290942,"81","Region 1"
2018,0.526201265645899,"81","Region 1"
2019,0.513507965183117,"81","Region 1"
2020,0.475553866446089,"81","Region 1"
2021,0.491653204092623,"81","Region 1"
2022,0.574366351277428,"81","Region 1"
1954,1,"82","Region 1"
1955,0.994595963860508,"82","Region 1"
1956,0.98907476954592,"82","Region 1"
1957,0.987975607661256,"82","Region 1"
1958,0.985015501205649,"82","Region 1"
1959,0.978444890479099,"82","Region 1"
1960,0.968479262672811,"82","Region 1"
1961,0.957497143086269,"82","Region 1"
1962,0.946545709835238,"82","Region 1"
1963,0.927932226119249,"82","Region 1"
1964,0.915219549446354,"82","Region 1"
1965,0.914853009574826,"82","Region 1"
1966,0.915546996073003,"82","Region 1"
1967,0.892296983071432,"82","Region 1"
1968,0.853995057660626,"82","Region 1"
1969,0.826687426699559,"82","Region 1"
1970,0.826903136611078,"82","Region 1"
1971,0.813433702748542,"82","Region 1"
1972,0.786287327291636,"82","Region 1"
1973,0.759117758630033,"82","Region 1"
1974,0.708397039936395,"82","Region 1"
1975,0.682084015640143,"82","Region 1"
1976,0.739373746522611,"82","Region 1"
1977,0.808964385881357,"82","Region 1"
1978,0.815951754783713,"82","Region 1"
1979,0.787736292673752,"82","Region 1"
1980,0.763588929829752,"82","Region 1"
1981,0.728551724137931,"82","Region 1"
1982,0.716715465341975,"82","Region 1"
1983,0.734851849501935,"82","Region 1"
1984,0.769325694138387,"82","Region 1"
1985,0.780609002137863,"82","Region 1"
1986,0.778812301783584,"82","Region 1"
1987,0.765256891346669,"82","Region 1"
1988,0.772929015262148,"82","Region 1"
1989,0.739010821055206,"82","Region 1"
1990,0.705689622582068,"82","Region 1"
1991,0.722180597596428,"82","Region 1"
1992,0.745243461397348,"82","Region 1"
1993,0.74503144654088,"82","Region 1"
1994,0.745842753077116,"82","Region 1"
1995,0.745230887511412,"82","Region 1"
1996,0.755424443106562,"82","Region 1"
1997,0.75297281993205,"82","Region 1"
1998,0.762151279838942,"82","Region 1"
1999,0.73778712734536,"82","Region 1"
2000,0.7395914897425,"82","Region 1"
2001,0.713674788662357,"82","Region 1"
2002,0.681139995953874,"82","Region 1"
2003,0.644144684732256,"82","Region 1"
2004,0.637868263473054,"82","Region 1"
2005,0.661443002054171,"82","Region 1"
2006,0.66438171004866,"82","Region 1"
2007,0.645322398849547,"82","Region 1"
2008,0.618586579859288,"82","Region 1"
2009,0.619062112746483,"82","Region 1"
2010,0.618783639405729,"82","Region 1"
2011,0.60510677808728,"82","Region 1"
2012,0.631136330031051,"82","Region 1"
2013,0.620469669471484,"82","Region 1"
2014,0.630137454694659,"82","Region 1"
2015,0.633352227260603,"82","Region 1"
2016,0.60148389431777,"82","Region 1"
2017,0.587300385983501,"82","Region 1"
2018,0.583079801205616,"82","Region 1"
2019,0.570773122095645,"82","Region 1"
2020,0.53619308736858,"82","Region 1"
2021,0.557969168046885,"82","Region 1"
2022,0.635860346338099,"82","Region 1"
1954,1,"83","Region 1"
1955,0.993651094475505,"83","Region 1"
1956,0.98702172659104,"83","Region 1"
1957,0.985252740855729,"83","Region 1"
1958,0.981373122683831,"83","Region 1"
1959,0.973362230322136,"83","Region 1"
1960,0.961148718372064,"83","Region 1"
1961,0.947528201911121,"83","Region 1"
1962,0.933125531311986,"83","Region 1"
1963,0.910188321754608,"83","Region 1"
1964,0.894924220998519,"83","Region 1"
1965,0.893607052372193,"83","Region 1"
1966,0.893502131932898,"83","Region 1"
1967,0.865722592447406,"83","Region 1"
1968,0.820696874532675,"83","Region 1"
1969,0.789550854949652,"83","Region 1"
1970,0.787629102593528,"83","Region 1"
1971,0.772246437141878,"83","Region 1"
1972,0.740623858953628,"83","Region 1"
1973,0.709866030881017,"83","Region 1"
1974,0.657776521220118,"83","Region 1"
1975,0.631777972854345,"83","Region 1"
1976,0.692365760798215,"83","Region 1"
1977,0.770981745325022,"83","Region 1"
1978,0.783294320561784,"83","Region 1"
1979,0.755221664789598,"83","Region 1"
1980,0.731976226707629,"83","Region 1"
1981,0.69596893253739,"83","Region 1"
1982,0.680318349501298,"83","Region 1"
1983,0.695220050525196,"83","Region 1"
1984,0.730417408135868,"83","Region 1"
1985,0.743992606284658,"83","Region 1"
1986,0.745441577772265,"83","Region 1"
1987,0.734192496906408,"83","Region 1"
1988,0.74334287977576,"83","Region 1"
1989,0.707210814620239,"83","Region 1"
1990,0.666054263311571,"83","Region 1"
1991,0.677476008279496,"83","Region 1"
1992,0.700594147370759,"83","Region 1"
1993,0.702308466140732,"83","Region 1"
1994,0.705962808069649,"83","Region 1"
1995,0.706123801754028,"83","Region 1"
1996,0.718303753569971,"83","Region 1"
1997,0.716321598525052,"83","Region 1"
1998,0.726899239365199,"83","Region 1"
1999,0.700800721777377,"83","Region 1"
2000,0.701408649436775,"83","Region 1"
2001,0.673808055898068,"83","Region 1"
2002,0.641502129307007,"83","Region 1"
2003,0.600260640782906,"83","Region 1"
2004,0.590400665736593,"83","Region 1"
2005,0.61218738992603,"83","Region 1"
2006,0.616806926687166,"83","Region 1"
2007,0.599260322143853,"83","Region 1"
