steepness,alpha,beta,M,M12,Model,CPUE,Total.likelihood,Total.LF,Total.CPUE,Age.length,BH.Steep,CPUE.LL.WCPO,CPUE.Troll,CPUE.LL.EPO,LF.NZ.troll.Samp.14.16,LF.NZ.troll,Maximum.gradient,negvals,Steepness,Frecent.Fmsy,CV.fmsy,SB.SBmsy,SD.SBmsy,Sbrecent.SBF0,SD.depletion,trimodality,bimodality
0.839685169,17.3990625,3.3759375,0.442858708,0.411066566,16,north.WCPO,-41838.2143,-42463.43051,-176.0488691,786.2205294,8.565697031,-86.33591942,-13.81216296,-75.90078677,-130.740982,-4709.047534,2.33E-06,0,0.839685169,0.115794349,0.086473003,3.368,0.32587998,0.559030078,0.045807185,0.196,0.336
0.970297063,17.3990625,3.3759375,0.32777921,0.304248447,17,north.WCPO,-41819.95005,-42462.57344,-170.4568379,796.8472258,9.553878153,-85.3804857,-10.90378017,-74.17257203,-130.5069684,-4705.058686,4.09E-06,0,0.970297063,0.138007176,0.068763105,3.818,0.32417826,0.458478445,0.049314569,0.077,0.364
0.898412478,17.3990625,3.3759375,0.364360179,0.338203325,18,north.WCPO,-41829.9286,-42459.66282,-172.325635,786.1847523,9.268667398,-86.14688633,-11.44382766,-74.73492098,-130.8264501,-4710.642809,6.40E-07,0,0.898412478,0.168548795,0.072802167,3.164,0.28098163,0.475958792,0.048760463,0.14,0.385
0.901790722,17.3990625,3.3759375,0.361898013,0.335917913,19,north.WCPO,-41829.59282,-42459.51523,-172.1785828,786.1946378,9.295051904,-86.13551829,-11.35208999,-74.69097456,-130.8290536,-4710.68716,5.64E-07,0,0.901790722,0.169176112,0.072420248,3.173,0.28094256,0.473282413,0.048866569,0.14,0.385
0.909985682,17.3990625,3.3759375,0.509881286,0.473277696,20,north.WCPO,-41842.02806,-42465.24268,-178.0922523,786.8326018,8.105216282,-86.24767849,-15.25587743,-76.58869643,-130.6793261,-4707.734549,5.93E-06,0,0.909985682,0.041442188,0.093219691,5.758,0.56272802,0.629876822,0.044276571,0.203,0.357
0.873791084,17.3990625,3.3759375,0.443476461,0.411639971,21,north.WCPO,-41724.06585,-42542.25917,-179.0959835,984.7382908,7.581477913,-84.61952988,-18.14780876,-76.32864487,-132.8456046,-4757.926369,4.07E-06,0,0.873791084,0.071073205,0.089622318,4.294,0.43920717,0.59678104,0.044812359,0.14,0.49
0.84160102,17.3990625,3.3759375,0.54043536,0.50163834,22,north.WCPO,-41842.94519,-42465.70123,-178.6786501,787.2135043,7.931560072,-86.08360889,-15.73990095,-76.85514025,-130.6248716,-4706.698457,4.54E-05,0,0.84160102,0.051229508,0.097545942,4.408,0.43996652,0.652703703,0.043074796,0.203,0.364
0.854898714,17.3990625,3.3759375,0.406501199,0.377319106,23,north.WCPO,-41721.84721,-42541.69429,-177.5462113,984.439446,7.875574959,-84.5932498,-17.18526286,-75.76769864,-132.8595445,-4758.567222,9.59E-07,0,0.854898714,0.10855406,0.083489006,3.593,0.35323526,0.55543205,0.045777329,0.112,0.51
0.912603949,17.3990625,3.3759375,0.517890262,0.48071172,24,north.WCPO,-41842.31173,-42465.38473,-178.2809086,786.9431101,8.05596693,-86.22108296,-15.40163203,-76.6581936,-130.6724519,-4707.580212,8.09E-06,0,0.912603949,0.037750094,0.09439276,6.041,0.59395309,0.637337459,0.044135806,0.182,0.371
0.844305376,17.3990625,3.3759375,0.38834732,0.360468466,25,north.WCPO,-41832.95354,-42461.02838,-173.6361204,786.1147343,9.030062139,-86.23952043,-12.2528203,-75.1437797,-130.7962136,-4710.107899,2.02E-06,0,0.844305376,0.179953212,0.07710865,2.919,0.2657255,0.499181761,0.04740942,0.161,0.364
0.744778654,17.3990625,3.3759375,0.357842358,0.332153408,26,north.WCPO,-41829.06512,-42459.26842,-171.9696846,786.2088327,9.34256333,-86.07460499,-11.17742149,-74.71765813,-130.8327603,-4710.724249,8.49E-07,0,0.744778654,0.355239787,0.071659126,2.188,0.19251879,0.450888139,0.047198344,0.147,0.385
0.818381629,17.3990625,3.3759375,0.502623608,0.466541036,27,north.WCPO,-41725.96586,-42542.55325,-180.9120257,985.4922817,7.19157985,-84.53423703,-19.33635889,-77.04142983,-132.8226885,-4756.822039,7.52E-07,0,0.818381629,0.057770075,0.09909714,4.076,0.44090148,0.650889103,0.042532181,0.161,0.483
0.923554235,17.3990625,3.3759375,0.200427271,0.186038906,28,north.WCPO,-41793.64895,-42452.15978,-158.2266309,797.7346591,11.74020623,-83.83507515,-3.449923532,-70.94163226,-130.4975675,-4704.598108,6.20E-06,0,0.923554235,0.660066007,0.052717895,1.748,0.12173913,0.27591374,0.051852515,0.084,0.35
0.891984393,17.3990625,3.3759375,0.295946877,0.274701308,29,north.WCPO,-41814.65154,-42460.42204,-168.0483462,797.0420738,9.993890702,-85.1408569,-9.327332551,-73.58015671,-130.5088828,-4705.062794,2.76E-06,0,0.891984393,0.305716906,0.063011618,2.472,0.19758582,0.408813998,0.049052228,0.084,0.35
0.938123325,17.3990625,3.3759375,0.411291081,0.38176513,30,north.WCPO,-41722.1752,-42541.78892,-177.7534818,984.4720218,7.832403208,-84.61280323,-17.32399264,-75.81668592,-132.8578429,-4758.49605,7.88E-07,0,0.938123325,0.061087355,0.0843275,5.551,0.54885893,0.566469522,0.046532412,0.112,0.51
0.791088628,17.3990625,3.3759375,0.509549851,0.472970055,31,north.WCPO,-41728.22692,-42531.08666,-182.1052129,972.055033,7.342759724,-85.92775263,-18.69864258,-77.47881767,-132.7832325,-4755.286417,2.04E-06,0,0.791088628,0.076863951,0.090289699,3.707,0.362401,0.618227356,0.042215598,0.154,0.559
0.820862233,17.3990625,3.3759375,0.229933779,0.213427188,32,north.WCPO,-41804.26392,-42448.54358,-161.2613264,787.4883987,11.11234828,-84.49808041,-5.008657281,-71.75458874,-131.0199495,-4713.074678,4.06E-07,0,0.820862233,0.778816199,0.051279227,1.586,0.1106759,0.290308828,0.048990143,0.112,0.392
0.821123863,17.3990625,3.3759375,0.346221031,0.321366358,33,north.WCPO,-41822.6952,-42463.67874,-171.7054951,796.7520815,9.313397079,-85.43208363,-11.69322735,-74.58018408,-130.504035,-4704.985787,1.68E-06,0,0.821123863,0.261028452,0.071914816,2.513,0.219615,0.469000239,0.047630486,0.077,0.378
0.83175334,17.3990625,3.3759375,0.244489866,0.226938316,34,north.WCPO,-41807.72992,-42449.93643,-162.905211,787.3980772,10.84841365,-84.77405211,-5.918004418,-72.21315451,-131.017763,-4712.98121,8.54E-07,0,0.83175334,0.661375661,0.053745335,1.73,0.12504868,0.312609022,0.049327828,0.126,0.406
0.901102519,17.3990625,3.3759375,0.285839726,0.265319733,35,north.WCPO,-41816.76,-42453.96857,-166.5848856,786.7538219,10.26336076,-85.46404316,-7.959689895,-73.16115251,-130.9057051,-4711.919053,8.40E-07,0,0.901102519,0.350385424,0.060752195,2.354,0.18494562,0.375931625,0.050016217,0.147,0.392
0.927080319,17.3990625,3.3759375,0.330624002,0.306889015,36,north.WCPO,-41820.39864,-42462.7516,-170.6604677,796.8303736,9.51260524,-85.38609981,-11.0276793,-74.24668863,-130.5065102,-4705.046939,1.20E-06,0,0.927080319,0.183385292,0.069230122,3.128,0.2667445,0.458751321,0.048944837,0.084,0.364
0.856733644,17.3990625,3.3759375,0.209847204,0.194782598,37,north.WCPO,-41799.17456,-42446.50859,-158.8593073,787.6138048,11.5096653,-84.08980893,-3.733264526,-71.03623381,-131.0213258,-4713.194621,3.10E-06,0,0.856733644,0.823723229,0.048358227,1.541,0.10319414,0.26710485,0.049023397,0.112,0.385
